Project,Community,Person_ID,Place_on_list,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,anime,MagicalEmi,57,0.89898989899,0.414141414141,0.484848484848,41.0,48.0,0.651315789474,0.0117386202943,0.648148148148,0.557894736842,0.294736842105,0.263157894737,0.455666774298,0.0150344699081,0.558823529412,8.37735849057,0.116279069767,0.046511627907,278.0,166.0,26.0,5.0,27.0,10.0
584,anime,kyonkun,69,0.525252525253,0.222222222222,0.30303030303,22.0,30.0,0.568965517241,0.00676987841108,0.625,0.210526315789,0.147368421053,0.0631578947368,0.316058230683,0.0056701116774,0.111111111111,6.25,0.046511627907,0.186046511628,104.0,21.0,5.0,47.0,5.0,55.0
584,anime,aicnanime,11,1.34343434343,0.616161616162,0.727272727273,61.0,72.0,0.779527559055,0.0209501443441,0.797297297297,0.547368421053,0.410526315789,0.136842105263,0.397185477062,0.0202225427738,0.3,14.0576923077,0.127906976744,0.43023255814,382.0,349.0,86.0,212.0,107.0,360.0
584,anime,WasabiAnime,99,0.252525252525,0.191919191919,0.0606060606061,19.0,6.0,0.482926829268,0.00643166522143,0.315789473684,0.0736842105263,0.0210526315789,0.0526315789474,0.340704973443,0.00230586147488,0.0,1.57142857143,0.0,0.0348837209302,5.0,6.0,0,4.0,1.0,4.0
584,anime,ScottSpaziani,91,1.0101010101,0.40404040404,0.606060606061,40.0,60.0,0.712230215827,0.0114115993142,0.587301587302,0.526315789474,0.210526315789,0.315789473684,0.48864265928,0.0124769754269,0.612903225806,17.6,0.0697674418605,0.104651162791,295.0,585.0,23.0,17.0,23.0,28.0
584,anime,princetrunks,70,1.0101010101,0.383838383838,0.626262626263,38.0,62.0,0.707142857143,0.0112202625593,0.612903225806,0.263157894737,0.147368421053,0.115789473684,0.367691505993,0.00601838652333,0.470588235294,4.6,0.046511627907,0.127906976744,55.0,60.0,8.0,16.0,8.0,32.0
584,anime,shojobeat,23,0.575757575758,0.272727272727,0.30303030303,27.0,30.0,0.565714285714,0.00943798331783,0.357142857143,0.231578947368,0.105263157895,0.126315789474,0.408097165992,0.00788272457994,0.466666666667,4.22727272727,0.104651162791,0.0348837209302,48.0,45.0,28.0,18.0,28.0,20.0
584,anime,AnimeBoston,86,0.181818181818,0.161616161616,0.020202020202,16.0,2.0,0.396,0.00699736887347,0.0588235294118,0.0842105263158,0.0631578947368,0.0210526315789,0.303157894737,0.00796866549933,0.142857142857,5.875,0.0813953488372,0.0116279069767,42.0,5.0,9.0,2.0,9.0,3.0
584,anime,moritheil,55,0.909090909091,0.40404040404,0.505050505051,40.0,50.0,0.664429530201,0.0115080611147,0.636363636364,0.610526315789,0.305263157895,0.305263157895,0.47308079115,0.0118510005881,0.487179487179,11.6206896552,0.0581395348837,0.0348837209302,237.0,437.0,11.0,4.0,11.0,9.0
584,anime,shonenjump,16,0.535353535354,0.282828282828,0.252525252525,28.0,25.0,0.556179775281,0.0099293558712,0.394736842105,0.147368421053,0.0842105263158,0.0631578947368,0.355376479476,0.0374380343971,0.555555555556,13.0,0.0581395348837,0.0697674418605,139.0,43.0,32.0,43.0,32.0,46.0
